83 /2 ib	ADC r/m32, imm8	MI	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcl	YES	Add with CF sign-extended imm8 into r/m32.
REX.W+ 83 /2 ib	ADC r/m64, imm8	MI	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		adcq	YES	Add with CF sign-extended imm8 into r/m64.
10 /r	ADC r/m8, r8	MR	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcb	YES	Add with carry byte register to r/m8.
REX+ 10 /r	ADC r/m8, r8	MR	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		adcb	YES	Add with carry byte register to r/m8.
11 /r	ADC r/m16, r16	MR	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcw	YES	Add with carry r16 to r/m16.
11 /r	ADC r/m32, r32	MR	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcl	YES	Add with CF r32 to r/m32.
REX.W+ 11 /r	ADC r/m64, r64	MR	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		adcq	YES	Add with CF r64 to r/m64.
12 /r	ADC r8, r/m8	RM	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcb		Add with carry r/m8 to byte register.
REX+ 12 /r	ADC r8, r/m8	RM	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		adcb		Add with carry r/m64 to byte register.
13 /r	ADC r16, r/m16	RM	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcw		Add with carry r/m16 to r16.
13 /r	ADC r32, r/m32	RM	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		adcl		Add with CF r/m32 to r32.
REX.W+ 13 /r	ADC r64, r/m64	RM	RW, R	E.CF	E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		adcq		Add with CF r/m64 to r64.
														
04 ib	ADD AL, imm8	I	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addb		Add imm8 to AL.
05 iw	ADD AX, imm16 	I	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addw		Add imm16 to AX.
05 id	ADD EAX, imm32 	I	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addl		Add imm32 to EAX.
REX.W+ 05 id 	ADD RAX, imm32 	I	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addq		Add imm32 sign-extended to 64-bits to RAX.  
80 /0 ib	ADD r/m8, imm8 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addb		Add imm8 to r/m8.
REX+ 80 /0 ib 	ADD r/m8, imm8 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addb		Add sign-extended imm8 to r/m64.
81 /0 iw	ADD r/m16, imm16 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addw		Add imm16 to r/m16.
81 /0 id	ADD r/m32, imm32 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addl		Add imm32 to r/m32.
REX.W+ 81 /0 id	ADD r/m64, imm32	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addq		Add imm32 sign-extended to 64-bits to r/m64.
83 /0 ib	ADD r/m16, imm8 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addw	YES	Add sign-extended imm8 to r/m16. 
83 /0 ib	ADD r/m32, imm8	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addl	YES	Add sign-extended imm8 to r/m32. 
REX.W+ 83 /0 ib 	ADD r/m64, imm8 	MI	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addq	YES	Add sign-extended imm8 to r/m64. 
00 /r 	ADD r/m8, r8 	MR	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addb	YES	Add r8 to r/m8.
REX+ 00 /r	ADD r/m8, r8	MR	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addb	YES	Add r8 to r/m8. 
01 /r	ADD r/m16, r16 	MR	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addw	YES	Add r16 to r/m16. 
01 /r	ADD r/m32, r32 	MR	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addl	YES	Add r32 to r/m32. 
REX.W+ 01 /r 	ADD r/m64, r64 	MR	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addq	YES	Add r64 to r/m64. 
02 /r 	ADD r8, r/m8 	RM	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addb		Add r/m8 to r8. 
REX+ 02 /r	ADD r8, r/m8	RM	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addb		Add r/m8 to r8. 
03 /r	ADD r16, r/m16 	RM	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addw		Add r/m16 to r16. 
03 /r	ADD r32, r/m32 	RM	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	V		addl		Add r/m32 to r32. 
REX.W+ 03 /r	ADD r64, r/m64	RM	RW, R		E.OF E.SF E.ZF E.AF E.CF E.PF				V	NE		addq		Add r/m64 to r64.
														
66 0F 58 /r	ADDPD xmm1, xmm2/m128	RM	RW, R						V	V	SSE2	addpd		Add packed double-precision floating-point values from xmm2/m128 to xmm1.
VEX.NDS.128.66.0F.WIG 58 /r	VADDPD xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vaddpd		Add packed double-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.
VEX.NDS.256.66.0F.WIG 58 /r	VADDPD ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vaddpd		Add packed double-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1.
														
0F 58 /r	ADDPS xmm1, xmm2/m128	RM	RW, R						V	V	SSE	addps		Add packed single-precision floating-point values from xmm2/m128 to xmm1 and stores result in xmm1.
VEX.NDS.128.0F.WIG 58 /r	VADDPS xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vaddps		Add packed single-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.
VEX.NDS.256.0F.WIG 58 /r	VADDPS ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vaddps		Add packed single-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1.
														
F2 0F 58 /r	ADDSD xmm1, xmm2/m64	RM	RW, R						V	V	SSE2	addsd		Add the low double-precision floating-point value from xmm2/m64 to xmm1.
VEX.NDS.LIG.F2.0F.WIG 58 /r	VADDSD xmm1, xmm2, xmm3/m64	RVM	Z, R, R						V	V	AVX	vaddsd		Add the low double-precision floating-point value from xmm3/mem to xmm2 and store the result in xmm1.
														
F3 0F 58 /r	ADDSS xmm1, xmm2/m32	RM	RW, R						V	V	SSE	addss		Add the low single-precision floating-point value from xmm2/m32 to xmm1.
VEX.NDS.LIG.F3.0F.WIG 58 /r	VADDSS xmm1, xmm2, xmm3/m32	RVM	Z, R, R						V	V	AVX	vaddss		Add the low single-precision floating-point value from xmm3/mem to xmm2 and store the result in xmm1.
														
66 0F D0 /r	ADDSUBPD xmm1, xmm2/m128	RM	RW, R						V	V	PNI	addsubpd		Add/subtract double-precision floating-point values from xmm2/m128 to xmm1.
VEX.NDS.128.66.0F.WIG D0 /r	VADDSUBPD xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vaddsubpd		Add/subtract packed double-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.
VEX.NDS.256.66.0F.WIG D0 /r	VADDSUBPD ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vaddsubpd		Add / subtract packed double-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1.
														
F2 0F D0 /r	ADDSUBPS xmm1, xmm2/m128	RM	RW, R						V	V	PNI	addsubps		Add/subtract single-precision floating-point values from xmm2/m128 to xmm1.
VEX.NDS.128.F2.0F.WIG D0 /r	VADDSUBPS xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vaddsubps		Add/subtract single-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.
VEX.NDS.256.F2.0F.WIG D0 /r	VADDSUBPS ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vaddsubps		Add / subtract single-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1.
														
66 0F 38 DE /r	AESDEC xmm1, xmm2/m128	RM	RW, R						V	V	AES	aesdec		Perform one round of an AES decryption flow, using the Equivalent Inverse Cipher, operating on a 128-bit data (state) from xmm1 with a 128-bit round key from xmm2/m128.
VEX.NDS.128.66.0F38.WIG DE /r	VAESDEC xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AES AVX	vaesdec		Perform one round of an AES decryption flow, using the Equivalent Inverse Cipher, operating on a 128-bit data (state) from xmm2 with a 128-bit round key from xmm3/m128; store the result in xmm1.
														
66 0F 38 DF /r	AESDECLAST xmm1, xmm2/m128	RM	RW, R						V	V	AES	aesdeclast		Perform the last round of an AES decryption flow, using the Equivalent Inverse Cipher, operating on a 128-bit data (state) from xmm1 with a 128-bit round key from xmm2/m128.
VEX.NDS.128.66.0F38.WIG DF /r	VAESDECLAST xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AES AVX	vaesdeclast		Perform the last round of an AES decryption flow, using the Equivalent Inverse Cipher, operating on a 128-bit data (state) from xmm2 with a 128-bit round key from xmm3/m128; store the result in xmm1.
														
66 0F 38 DC /r	AESENC xmm1, xmm2/m128	RM	RW, R						V	V	AES	aesenc		Perform one round of an AES encryption flow, operating on a 128-bit data (state) from xmm1 with a 128-bit round key from xmm2/m128.
VEX.NDS.128.66.0F38.WIG DC /r	VAESENC xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AES AVX	vaesenc		Perform one round of an AES encryption flow, operating on a 128-bit data (state) from xmm2 with a 128-bit round key from the xmm3/m128; store the result in xmm1.
														
66 0F 38 DD /r	AESENCLAST xmm1, xmm2/m128	RM	RW, R						V	V	AES	aesenclast		Perform the last round of an AES encryption flow, operating on a 128-bit data (state) from xmm1 with a 128-bit round key from xmm2/m128.
VEX.NDS.128.66.0F38.WIG DD /r	VAESENCLAST xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AES AVX	vaesenclast		Perform the last round of an AES encryption flow, operating on a 128-bit data (state) from xmm2 with a 128 bit round key from xmm3/m128; store the result in xmm1.
														
66 0F 38 DB /r	AESIMC xmm1, xmm2/m128	RM	W, R						V	V	AES	aesimc		Perform the InvMixColumn transformation on a 128-bit round key from xmm2/m128 and store the result in xmm1.
VEX.128.66.0F38.WIG DB /r	VAESIMC xmm1, xmm2/m128	RM	Z, R						V	V	AES AVX	vaesimc		Perform the InvMixColumn transformation on a 128-bit round key from xmm2/m128 and store the result in xmm1.
														
66 0F 3A DF /r ib	AESKEYGENASSIST xmm1, xmm2/m128, imm8	RMI	W, R, R						V	V	AES	aeskeygenassist		Assist in AES round key generation using an 8 bits Round Constant (RCON) specified in the immediate byte, operating on 128 bits of data specified in xmm2/m128 and stores the result in xmm1.
VEX.128.66.0F3A.WIG DF /r ib	VAESKEYGENASSIST xmm1, xmm2/m128, imm8	RMI	Z, R, R						V	V	AES AVX	vaeskeygenassist		Assist in AES round key generation using 8 bits Round Constant (RCON) specified in the immediate byte, operating on 128 bits of data specified in xmm2/m128 and stores the result in xmm1.
														
24 ib	AND AL, imm8	I	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andb		AL AND imm8.
25 iw	AND AX, imm16	I	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andw		AX AND imm16.
25 id	AND EAX, imm32	I	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andl		EAX AND imm32.
REX.W+ 25 id	AND RAX, imm32	I	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andq		RAX AND imm32 sign-extended to 64-bits.
80 /4 ib	AND r/m8, imm8	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andb		r/m8 AND imm8.
REX+ 80 /4 ib	AND r/m8, imm8	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andb		r/m8 AND imm8.
81 /4 iw	AND r/m16, imm16	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andw		r/m16 AND imm16.
81 /4 id	AND r/m32, imm32	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andl		r/m32 AND imm32.
REX.W+ 81 /4 id	AND r/m64, imm32	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andq		r/m64 AND imm32 sign extended to 64-bits.
83 /4 ib	AND r/m16, imm8	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andw	YES	r/m16 AND imm8 (sign-extended).
83 /4 ib	AND r/m32, imm8	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andl	YES	r/m32 AND imm8 (sign-extended).
REX.W+ 83 /4 ib	AND r/m64, imm8	MI	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andq	YES	r/m64 AND imm8 (sign-extended).
20 /r	AND r/m8, r8	MR	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andb	YES	r/m8 AND r8.
REX+ 20 /r	AND r/m8, r8	MR	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andb	YES	r/m64 AND r8 (sign-extended).
21 /r	AND r/m16, r16	MR	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andw	YES	r/m16 AND r16.
21 /r	AND r/m32, r32	MR	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andl	YES	r/m32 AND r32.
REX.W+ 21 /r	AND r/m64, r64	MR	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andq	YES	r/m64 AND r32.
22 /r	AND r8, r/m8	RM	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andb		r8 AND r/m8.
REX+ 22 /r	AND r8, r/m8	RM	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andb		r/m64 AND r8 (sign-extended).
23 /r	AND r16, r/m16	RM	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andw		r16 AND r/m16.
23 /r	AND r32, r/m32	RM	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	V		andl		r32 AND r/m32.
REX.W+ 23 /r	AND r64, r/m64	RM	RW, R		E.OF E.CF E.SF E.ZF E.PF	E.AF			V	NE		andq		r64 AND r/m64.
														
VEX.NDS.LZ.0F38.W0 F2 /r	ANDN r32a, r32b, r/m32	RVM	W, R, R		E.SF E.ZF E.OF E.CF	E.AF E.PF			V	V	BMI1	andnl		Bitwise AND of inverted r32b with r/m32, store result in r32a
VEX.NDS.LZ.0F38.W1 F2 /r	ANDN r64a, r64b, r/m64	RVM	W, R, R		E.SF E.ZF E.OF E.CF	E.AF E.PF			V	NE	BMI1	andnq		Bitwise AND of inverted r64b with r/m64, store result in r64a
														
66 0F 54 /r	ANDPD xmm1, xmm2/m128	RM	RW, R						V	V	SSE2	andpd		Return the bitwise logical AND of packed double-precision floating-point values in xmm1 and xmm2/m128.
VEX.NDS.128.66.0F.WIG 54 /r	VANDPD xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vandpd		Return the bitwise logical AND of packed double-precision floating-point values in xmm2 and xmm3/mem.
VEX.NDS.256.66.0F.WIG 54 /r	VANDPD ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vandpd		Return the bitwise logical AND of packed double-precision floating-point values in ymm2 and ymm3/mem.
														
0F 54 /r	ANDPS xmm1, xmm2/m128	RM	RW, R						V	V	SSE	andps		Bitwise logical AND of xmm2/m128 and xmm1.
VEX.NDS.128.0F.WIG 54 /r	VANDPS xmm1,xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vandps		Return the bitwise logical AND of packed single-precision floating-point values in xmm2 and xmm3/mem.
VEX.NDS.256.0F.WIG 54 /r	VANDPS ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vandps		Return the bitwise logical AND of packed single-precision floating-point values in ymm2 and ymm3/mem.
														
66 0F 55 /r	ANDNPD xmm1, xmm2/m128	RM	RW, R						V	V	SSE2	andnpd		Bitwise logical AND NOT of xmm2/m128 and xmm1.
VEX.NDS.128.66.0F.WIG 55 /r	VANDNPD xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vandnpd		Return the bitwise logical AND NOT of packed double-precision floating-point values in xmm2 and xmm3/mem.
VEX.NDS.256.66.0F.WIG 55 /r	VANDNPD ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vandnpd		Return the bitwise logical AND NOT of packed double-precision floating-point values in ymm2 and ymm3/mem.
														
0F 55 /r	ANDNPS xmm1, xmm2/m128	RM	RW, R						V	V	SSE	andnps		Bitwise logical AND NOT of xmm2/m128 and xmm1.
VEX.NDS.128.0F.WIG 55 /r	VANDNPS xmm1, xmm2, xmm3/m128	RVM	Z, R, R						V	V	AVX	vandnps		Return the bitwise logical AND NOT of packed single-precision floating-point values in xmm2 and xmm3/mem.
VEX.NDS.256.0F.WIG 55 /r	VANDNPS ymm1, ymm2, ymm3/m256	RVM	W, R, R						V	V	AVX	vandnps		Return the bitwise logical AND NOT of packed single-precision floating-point values in ymm2 and ymm3/mem.
														
63 /r	ARPL r/m16, r16						YES	NO	NE	V				Adjust RPL of r/m16 to not less than RPL of r16.
														
66 0F 3A 0D /r ib	BLENDPD xmm1, xmm2/m128, imm8	RMI	RW, R, R						V	V	SSE4_1	blendpd		Select packed DP-FP values from xmm1 and xmm2/m128 from mask specified in imm8 and store the values into xmm1.
VEX.NDS.128.66.0F3A.WIG 0D /r ib	VBLENDPD xmm1, xmm2, xmm3/m128, imm8	RVMI	Z, R, R, R						V	V	AVX	vblendpd		Select packed double-precision floating-point values from xmm2 and xmm3/m128 from mask in imm8 and store the values in xmm1. 
VEX.NDS.256.66.0F3A.WIG 0D /r ib	VBLENDPD ymm1, ymm2, ymm3/m256, imm8	RVMI	W, R, R, R						V	V	AVX	vblendpd		Select packed double-precision floating-point values from ymm2 and ymm3/m256 from mask in imm8 and store the values in ymm1.
														
VEX.NDS.LZ.0F38.W0 F7 /r	BEXTR r32a, r/m32, r32b	RMV	W, R, R		E.ZF E.OF E.CF	E.AF E.SF E.PF			V	V	BMI1	bextrl		Contiguous bitwise extract from r/m32 using r32b as control; store result in r32a.
VEX.NDS.LZ.0F38.W1 F7 /r	BEXTR r64a, r/m64, r64b	RMV	W, R, R		E.ZF E.OF E.CF	E.AF E.SF E.PF			V	NE	BMI1	bextrq		Contiguous bitwise extract from r/m64 using r64b as control; store result in r64a
														
66 0F 3A 0C /r ib	BLENDPS xmm1, xmm2/m128, imm8	RMI	RW, R, R						V	V	SSE4_1	blendps		Select packed single precision floating-point values from xmm1 and xmm2/m128 from mask specified in imm8 and store the values into xmm1.
VEX.NDS.128.66.0F3A.WIG 0C /r ib	VBLENDPS xmm1, xmm2, xmm3/m128, imm8	RVMI	Z, R, R, R						V	V	AVX	vblendps		Select packed single-precision floating-point values from xmm2 and xmm3/m128 from mask in imm8 and store the values in xmm1.
VEX.NDS.256.66.0F3A.WIG 0C /r ib	VBLENDPS ymm1, ymm2, ymm3/m256, imm8	RVMI	W, R, R, R						V	V	AVX	vblendps		Select packed single-precision floating-point values from ymm2 and ymm3/m256 from mask in imm8 and store the values in ymm1.
														
66 0F 38 15 /r	BLENDVPD xmm1, xmm2/m128, <XMM0>	RM0	RW, R, R						V	V	SSE4_1	blendvpd		Select packed DP FP values from xmm1 and xmm2 from mask specified in XMM0 and store the values in xmm1.
VEX.NDS.128.66.0F3A.W0 4B /r /is4	VBLENDVPD xmm1, xmm2, xmm3/m128, xmm4	RVMR	Z, R, R, R						V	V	AVX	vblendvpd		Conditionally copy double-precision floating- point values from xmm2 or xmm3/m128 to xmm1, based on mask bits in the mask operand, xmm4.
VEX.NDS.256.66.0F3A.W0 4B /r /is4	VBLENDVPD ymm1, ymm2, ymm3/m256, ymm4	RVMR	W, R, R, R						V	V	AVX	vblendvpd		Conditionally copy double-precision floating- point values from ymm2 or ymm3/m256 to ymm1, based on mask bits in the mask operand, ymm4.
														
66 0F 38 14 /r	BLENDVPS xmm1, xmm2/m128, <XMM0>	RM0	RW, R, R						V	V	SSE4_1	blendvps		Select packed single precision floating-point values from xmm1 and xmm2/m128 from mask specified in XMM0 and store the values into xmm1.
VEX.NDS.128.66.0F3A.W0 4A /r /is4	VBLENDVPS xmm1, xmm2, xmm3/m128, xmm4	RVMR	Z, R, R, R						V	V	AVX	vblendvps		Conditionally copy single-precision floating- point values from xmm2 or xmm3/m128 to xmm1, based on mask bits in the specified mask operand, xmm4.
VEX.NDS.256.66.0F3A.W0 4A /r /is4	VBLENDVPS ymm1, ymm2, ymm3/m256, ymm4	RVMR	W, R, R, R						V	V	AVX	vblendvps		Conditionally copy single-precision floating- point values from ymm2 or ymm3/m256 to ymm1, based on mask bits in the specified mask register, ymm4.
														
VEX.NDD.LZ.0F38.W0 F3 /3	BLSI r32, r/m32	VM	RW, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	V	BMI1	blsil		Extract lowest set bit from r/m32 and set that bit in r32.
VEX.NDD.LZ.0F38.W1 F3 /3	BLSI r64, r/m64	VM	RW, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	NE	BMI1	blsiq		Extract lowest set bit from r/m64, and set that bit in r64.
														
VEX.NDD.LZ.0F38.W0 F3 /2	BLSMSK r32, r/m32	VM	RW, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	V	BMI1	blsmskl		Set all lower bits in r32 to "1" starting from bit 0 to lowest set bit in r/m32
VEX.NDD.LZ.0F38.W1 F3 /2	BLSMSK r64, r/m64	VM	RW, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	NE	BMI1	blsmskq		Set all lower bits in r64 to "1" starting from bit 0 to lowest set bit in r/m64
														
VEX.NDD.LZ.0F38.W0 F3 /1	BLSR r32, r/m32	VM	W, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	V	BMI1	blsrl		Reset lowest set bit of r/m32, keep all other bits of r/m32 and write result to r32.
VEX.NDD.LZ.0F38.W1 F3 /1	BLSR r64, r/m64	VM	W, R		E.ZF E.SF E.OF E.CF	E.AF E.PF			V	NE	BMI1	blsrq		Reset lowest set bit of r/m64, keep all other bits of r/m64 and write result to r64.
														
62 /r	BOUND r16, m16&16								I	V				Check if r16 (array index) is within bounds specified by m16&16.
62 /r	BOUND r32, m32&32								I	V				Check if r32 (array index) is within bounds specified by m16&16.
														
0F BC /r	BSF r16, r/m16	RM	uw, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	V		bsfw		Bit scan forward on r/m16.
0F BC /r	BSF r32, r/m32	RM	uz, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	V		bsfl		Bit scan forward on r/m32.
REX.W+ 0F BC	BSF r64, r/m64	RM	uw, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	NE		bsfq		Bit scan forward on r/m64.
														
0F BD /r	BSR r16, r/m16	RM	uw, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	V		bsrw		Bit scan reverse on r/m16.
0F BD /r	BSR r32, r/m32	RM	uz, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	V		bsrl		Bit scan reverse on r/m32.
REX.W+ 0F BD	BSR r64, r/m64	RM	uw, R		E.ZF	E.CF E.OF E.SF E.AF E.PF			V	NE		bsrq		Bit scan reverse on r/m64.
														
0F C8 +rd	BSWAP r32	O	RW						V	V		bswap		Reverses the byte order of a 32-bit register.
REX.W+ 0F C8 +rd	BSWAP r64	O	RW						V	NE		bswap		Reverses the byte order of a 64-bit register.
														
0F A3	BT r/m16, r16	MR	R, R		E.CF	E.OF E.SF E.AF E.PF			V	V		btw		Store selected bit in CF flag.
0F A3	BT r/m32, r32	MR	R, R		E.CF	E.OF E.SF E.AF E.PF			V	V		btl		Store selected bit in CF flag.
REX.W+ 0F A3	BT r/m64, r64	MR	R, R		E.CF	E.OF E.SF E.AF E.PF			V	NE		btq		Store selected bit in CF flag.
0F BA /4 ib	BT r/m16, imm8	MI	R, R		E.CF	E.OF E.SF E.AF E.PF			V	V		btw		Store selected bit in CF flag.
0F BA /4 ib	BT r/m32, imm8	MI	R, R		E.CF	E.OF E.SF E.AF E.PF			V	V		btl		Store selected bit in CF flag.
